Unnamed: 0,Date,tmax,tmin,prcp
20001,1948-10-05,70.0,53.0,0.0
20002,1948-10-06,83.0,52.0,0.0
20003,1948-10-07,93.0,48.0,0.0
20004,1948-10-08,97.0,50.0,0.0
20005,1948-10-09,78.0,57.0,0.0
20006,1948-10-10,74.0,55.0,0.0
20007,1948-10-11,70.0,54.0,0.0
20008,1948-10-12,75.0,50.0,0.0
20009,1948-10-13,74.0,51.0,0.0
20010,1948-10-14,72.0,47.0,0.0
20011,1948-10-15,73.0,52.0,0.0
20012,1948-10-16,72.0,51.0,0.0
20013,1948-10-17,74.0,49.0,0.13
20014,1948-10-18,72.0,57.0,0.7
20015,1948-10-19,70.0,54.0,0.04
20016,1948-10-20,76.0,59.0,0.0
20017,1948-10-21,78.0,55.0,0.0
20018,1948-10-22,89.0,52.0,0.0
20019,1948-10-23,88.0,50.0,0.0
20020,1948-10-24,85.0,51.0,0.0
20021,1948-10-25,79.0,51.0,0.0
20022,1948-10-26,73.0,52.0,0.0
20023,1948-10-27,60.0,56.0,0.0
20024,1948-10-28,64.0,49.0,0.0
20025,1948-10-29,63.0,55.0,0.02
20026,1948-10-30,62.0,44.0,0.36
20027,1948-10-31,70.0,38.0,0.0
20028,1948-11-01,80.0,40.0,0.0
20029,1948-11-02,77.0,41.0,0.0
20030,1948-11-03,63.0,50.0,0.0
20031,1948-11-04,75.0,51.0,0.0
20032,1948-11-05,83.0,46.0,0.0
20033,1948-11-06,88.0,39.0,0.0
20034,1948-11-07,82.0,37.0,0.0
20035,1948-11-08,76.0,38.0,0.0
20036,1948-11-09,81.0,37.0,0.0
20037,1948-11-10,82.0,33.0,0.0
20038,1948-11-11,78.0,33.0,0.0
20039,1948-11-12,81.0,36.0,0.0
20040,1948-11-13,82.0,34.0,0.0
20041,1948-11-14,79.0,32.0,0.0
20042,1948-11-15,73.0,32.0,0.0
20043,1948-11-16,76.0,34.0,0.0
20044,1948-11-17,69.0,41.0,0.0
20045,1948-11-18,74.0,37.0,0.0
20046,1948-11-19,73.0,34.0,0.0
20047,1948-11-20,68.0,40.0,0.0
20048,1948-11-21,75.0,33.0,0.0
20049,1948-11-22,72.0,38.0,0.0
20050,1948-11-23,77.0,32.0,0.0
20051,1948-11-24,75.0,33.0,0.0
20052,1948-11-25,69.0,32.0,0.0
20053,1948-11-26,68.0,32.0,0.0
20054,1948-11-27,68.0,31.0,0.0
20055,1948-11-28,78.0,33.0,0.0
20056,1948-11-29,80.0,32.0,0.0
20057,1948-11-30,74.0,31.0,0.0
20058,1948-12-01,75.0,30.0,0.0
20059,1948-12-02,78.0,32.0,0.0
20060,1948-12-03,65.0,31.0,0.0
20061,1948-12-04,58.0,39.0,0.26
20062,1948-12-05,65.0,29.0,0.0
20063,1948-12-06,58.0,32.0,0.0
20064,1948-12-07,69.0,32.0,0.0
20065,1948-12-08,71.0,34.0,0.0
20066,1948-12-09,81.0,37.0,0.0
20067,1948-12-10,74.0,34.0,0.0
20068,1948-12-11,65.0,40.0,0.0
20069,1948-12-12,67.0,34.0,0.0
20070,1948-12-13,64.0,35.0,0.0
20071,1948-12-14,58.0,44.0,0.0
20072,1948-12-15,59.0,35.0,0.07
20073,1948-12-16,55.0,30.0,0.0
20074,1948-12-17,54.0,45.0,0.55
20075,1948-12-18,65.0,39.0,0.13
20076,1948-12-19,68.0,32.0,0.0
20077,1948-12-20,62.0,28.0,0.0
20078,1948-12-21,60.0,29.0,0.0
20079,1948-12-22,52.0,42.0,0.52
20080,1948-12-23,54.0,38.0,0.34
20081,1948-12-24,58.0,26.0,0.02
20082,1948-12-25,61.0,27.0,0.0
20083,1948-12-26,64.0,38.0,0.0
20084,1948-12-27,63.0,44.0,1.06
20085,1948-12-28,61.0,30.0,0.1
20086,1948-12-29,68.0,30.0,0.0
20087,1948-12-30,65.0,29.0,0.0
20088,1948-12-31,65.0,40.0,0.0
20089,1949-01-01,55.0,38.0,0.03
20090,1949-01-02,57.0,48.0,0.07
20091,1949-01-03,52.0,26.0,0.0
20092,1949-01-04,53.0,28.0,0.0
20093,1949-01-05,58.0,21.0,0.0
20094,1949-01-06,71.0,28.0,0.0
20095,1949-01-07,64.0,27.0,0.0
20096,1949-01-08,63.0,28.0,0.0
20097,1949-01-09,52.0,38.0,0.14
20098,1949-01-10,48.0,31.0,0.53
20099,1949-01-11,44.0,30.0,0.83
20100,1949-01-12,55.0,28.0,0.45
20101,1949-01-13,44.0,39.0,1.36
20102,1949-01-14,50.0,37.0,0.41
20103,1949-01-15,53.0,30.0,0.01
20104,1949-01-16,53.0,27.0,0.0
20105,1949-01-17,67.0,28.0,0.0
20106,1949-01-18,55.0,27.0,0.0
20107,1949-01-19,52.0,31.0,0.0
20108,1949-01-20,54.0,43.0,0.42
20109,1949-01-21,48.0,42.0,0.16
20110,1949-01-22,51.0,41.0,0.19
20111,1949-01-23,50.0,39.0,0.32
20112,1949-01-24,52.0,32.0,0.0
20113,1949-01-25,47.0,34.0,0.15
20114,1949-01-26,56.0,28.0,0.0
20115,1949-01-27,57.0,31.0,0.0
20116,1949-01-28,64.0,29.0,0.0
20117,1949-01-29,62.0,31.0,0.0
20118,1949-01-30,60.0,22.0,0.0
20119,1949-01-31,61.0,35.0,0.0
20120,1949-02-01,61.0,27.0,0.0
20121,1949-02-02,57.0,38.0,0.2
20122,1949-02-03,51.0,36.0,0.41
20123,1949-02-04,55.0,37.0,0.07
20124,1949-02-05,56.0,40.0,0.03
20125,1949-02-06,60.0,33.0,0.02
20126,1949-02-07,51.0,43.0,0.67
20127,1949-02-08,58.0,33.0,0.0
20128,1949-02-09,64.0,28.0,0.0
20129,1949-02-10,70.0,29.0,0.0
20130,1949-02-11,61.0,29.0,0.0
20131,1949-02-12,60.0,32.0,0.26
20132,1949-02-13,54.0,30.0,0.0
20133,1949-02-14,57.0,27.0,0.0
20134,1949-02-15,60.0,26.0,0.0
20135,1949-02-16,72.0,30.0,0.0
20136,1949-02-17,76.0,30.0,0.0
20137,1949-02-18,69.0,31.0,0.0
20138,1949-02-19,52.0,40.0,0.0
20139,1949-02-20,63.0,41.0,0.0
20140,1949-02-21,69.0,36.0,0.0
20141,1949-02-22,75.0,36.0,0.0
20142,1949-02-23,74.0,38.0,0.04
20143,1949-02-24,62.0,50.0,0.14
20144,1949-02-25,62.0,48.0,0.0
20145,1949-02-26,54.0,47.0,0.02
20146,1949-02-27,54.0,50.0,0.16
20147,1949-02-28,63.0,41.0,0.03
20148,1949-03-01,63.0,36.0,0.0
20149,1949-03-02,65.0,45.0,0.0
20150,1949-03-03,68.0,37.0,0.0
20151,1949-03-04,65.0,40.0,0.0
20152,1949-03-05,62.0,41.0,0.21
20153,1949-03-06,65.0,35.0,0.0
20154,1949-03-07,60.0,41.0,0.05
20155,1949-03-08,62.0,40.0,0.0
20156,1949-03-09,75.0,34.0,0.0
20157,1949-03-10,71.0,36.0,0.0
20158,1949-03-11,62.0,36.0,0.25
20159,1949-03-12,72.0,37.0,0.0
20160,1949-03-13,67.0,35.0,0.0
20161,1949-03-14,74.0,41.0,0.0
20162,1949-03-15,70.0,43.0,0.0
20163,1949-03-16,67.0,43.0,0.0
20164,1949-03-17,65.0,44.0,0.0
20165,1949-03-18,69.0,41.0,0.0
20166,1949-03-19,70.0,38.0,0.0
20167,1949-03-20,64.0,46.0,0.12
20168,1949-03-21,70.0,38.0,0.0
20169,1949-03-22,68.0,39.0,0.01
20170,1949-03-23,58.0,49.0,0.33
20171,1949-03-24,56.0,41.0,0.21
20172,1949-03-25,64.0,35.0,0.01
20173,1949-03-26,67.0,43.0,0.0
20174,1949-03-27,70.0,39.0,0.0
20175,1949-03-28,59.0,44.0,0.04
20176,1949-03-29,67.0,40.0,0.0
20177,1949-03-30,63.0,34.0,0.0
20178,1949-03-31,60.0,37.0,0.45
20179,1949-04-01,62.0,43.0,0.0
20180,1949-04-02,55.0,42.0,0.1
20181,1949-04-03,67.0,36.0,0.0
20182,1949-04-04,78.0,39.0,0.0
20183,1949-04-05,79.0,48.0,0.0
20184,1949-04-06,75.0,50.0,0.0
20185,1949-04-07,69.0,42.0,0.0
20186,1949-04-08,69.0,47.0,0.0
20187,1949-04-09,78.0,42.0,0.0
20188,1949-04-10,87.0,42.0,0.0
20189,1949-04-11,91.0,47.0,0.0
20190,1949-04-12,78.0,59.0,0.0
20191,1949-04-13,73.0,49.0,0.0
20192,1949-04-14,68.0,52.0,0.0
20193,1949-04-15,61.0,52.0,0.0
20194,1949-04-16,74.0,47.0,0.0
20195,1949-04-17,75.0,42.0,0.0
20196,1949-04-18,64.0,51.0,0.0
20197,1949-04-19,61.0,53.0,0.01
20198,1949-04-20,80.0,48.0,0.0
20199,1949-04-21,89.0,50.0,0.0
20200,1949-04-22,86.0,49.0,0.0
20201,1949-04-23,81.0,52.0,0.0
20202,1949-04-24,74.0,54.0,0.0
20203,1949-04-25,74.0,52.0,0.0
20204,1949-04-26,71.0,52.0,0.0
20205,1949-04-27,78.0,52.0,0.0
20206,1949-04-28,78.0,51.0,0.0
20207,1949-04-29,69.0,53.0,0.0
20208,1949-04-30,75.0,48.0,0.0
20209,1949-05-01,74.0,45.0,0.0
20210,1949-05-02,73.0,48.0,0.0
20211,1949-05-03,67.0,54.0,0.0
20212,1949-05-04,71.0,43.0,0.0
20213,1949-05-05,81.0,49.0,0.0
20214,1949-05-06,86.0,47.0,0.0
20215,1949-05-07,88.0,45.0,0.0
20216,1949-05-08,80.0,44.0,0.0
20217,1949-05-09,70.0,52.0,0.0
20218,1949-05-10,72.0,47.0,0.0
20219,1949-05-11,75.0,53.0,0.0
20220,1949-05-12,74.0,43.0,0.0
20221,1949-05-13,62.0,54.0,0.08
20222,1949-05-14,64.0,56.0,0.16
20223,1949-05-15,60.0,54.0,0.11
20224,1949-05-16,59.0,52.0,0.14
20225,1949-05-17,58.0,52.0,0.14
20226,1949-05-18,63.0,51.0,0.13
20227,1949-05-19,66.0,52.0,0.23
20228,1949-05-20,74.0,43.0,0.0
20229,1949-05-21,86.0,43.0,0.0
20230,1949-05-22,91.0,46.0,0.0
20231,1949-05-23,89.0,52.0,0.0
20232,1949-05-24,82.0,54.0,0.0
20233,1949-05-25,80.0,52.0,0.0
20234,1949-05-26,80.0,57.0,0.0
20235,1949-05-27,81.0,53.0,0.0
20236,1949-05-28,75.0,56.0,0.0
20237,1949-05-29,73.0,53.0,0.0
20238,1949-05-30,73.0,51.0,0.0
20239,1949-05-31,72.0,50.0,0.0
20240,1949-06-01,78.0,46.0,0.0
20241,1949-06-02,83.0,49.0,0.0
20242,1949-06-03,81.0,52.0,0.0
20243,1949-06-04,88.0,50.0,0.0
20244,1949-06-05,85.0,50.0,0.0
20245,1949-06-06,83.0,49.0,0.0
20246,1949-06-07,84.0,59.0,0.0
20247,1949-06-08,80.0,57.0,0.0
20248,1949-06-09,82.0,53.0,0.0
20249,1949-06-10,85.0,55.0,0.0
20250,1949-06-11,80.0,59.0,0.0
20251,1949-06-12,81.0,57.0,0.0
20252,1949-06-13,79.0,60.0,0.0
20253,1949-06-14,83.0,59.0,0.0
20254,1949-06-15,84.0,56.0,0.0
20255,1949-06-16,82.0,57.0,0.0
20256,1949-06-17,80.0,59.0,0.0
20257,1949-06-18,76.0,59.0,0.0
20258,1949-06-19,80.0,50.0,0.0
20259,1949-06-20,86.0,49.0,0.0
20260,1949-06-21,91.0,53.0,0.0
20261,1949-06-22,96.0,59.0,0.0
20262,1949-06-23,91.0,59.0,0.0
20263,1949-06-24,80.0,55.0,0.0
20264,1949-06-25,79.0,58.0,0.0
20265,1949-06-26,72.0,58.0,0.0
20266,1949-06-27,77.0,60.0,0.0
20267,1949-06-28,76.0,59.0,0.0
20268,1949-06-29,80.0,59.0,0.0
20269,1949-06-30,84.0,56.0,0.0
20270,1949-07-01,83.0,55.0,0.0
20271,1949-07-02,88.0,57.0,0.0
20272,1949-07-03,84.0,59.0,0.0
20273,1949-07-04,83.0,59.0,0.0
20274,1949-07-05,82.0,58.0,0.0
20275,1949-07-06,81.0,52.0,0.0
20276,1949-07-07,82.0,49.0,0.0
20277,1949-07-08,81.0,49.0,0.0
20278,1949-07-09,82.0,55.0,0.0
20279,1949-07-10,81.0,57.0,0.0
20280,1949-07-11,82.0,60.0,0.0
20281,1949-07-12,85.0,59.0,0.0
20282,1949-07-13,81.0,55.0,0.0
20283,1949-07-14,88.0,52.0,0.0
20284,1949-07-15,90.0,54.0,0.0
20285,1949-07-16,91.0,57.0,0.0
20286,1949-07-17,90.0,59.0,0.0
20287,1949-07-18,90.0,58.0,0.0
20288,1949-07-19,88.0,61.0,0.0
20289,1949-07-20,89.0,58.0,0.0
20290,1949-07-21,86.0,55.0,0.0
20291,1949-07-22,88.0,60.0,0.0
20292,1949-07-23,86.0,58.0,0.0
20293,1949-07-24,87.0,59.0,0.0
20294,1949-07-25,85.0,57.0,0.0
20295,1949-07-26,82.0,60.0,0.0
20296,1949-07-27,82.0,58.0,0.0
20297,1949-07-28,81.0,59.0,0.0
20298,1949-07-29,81.0,61.0,0.0
20299,1949-07-30,86.0,59.0,0.0
20300,1949-07-31,90.0,58.0,0.0
20301,1949-08-01,88.0,59.0,0.0
20302,1949-08-02,95.0,59.0,0.0
20303,1949-08-03,95.0,58.0,0.0
20304,1949-08-04,89.0,59.0,0.0
20305,1949-08-05,88.0,61.0,0.0
20306,1949-08-06,90.0,59.0,0.0
20307,1949-08-07,88.0,57.0,0.0
20308,1949-08-08,82.0,60.0,0.0
20309,1949-08-09,76.0,59.0,0.0
20310,1949-08-10,77.0,53.0,0.0
20311,1949-08-11,78.0,52.0,0.0
20312,1949-08-12,80.0,48.0,0.0
20313,1949-08-13,81.0,48.0,0.0
20314,1949-08-14,81.0,54.0,0.0
20315,1949-08-15,82.0,56.0,0.0
20316,1949-08-16,81.0,52.0,0.0
20317,1949-08-17,83.0,52.0,0.0
20318,1949-08-18,85.0,49.0,0.0
20319,1949-08-19,90.0,49.0,0.0
20320,1949-08-20,94.0,51.0,0.0
20321,1949-08-21,93.0,52.0,0.0
20322,1949-08-22,89.0,61.0,0.0
20323,1949-08-23,91.0,59.0,0.0
20324,1949-08-24,93.0,53.0,0.0
20325,1949-08-25,96.0,53.0,0.0
20326,1949-08-26,93.0,54.0,0.0
20327,1949-08-27,99.0,59.0,0.0
20328,1949-08-28,92.0,57.0,0.0
20329,1949-08-29,91.0,57.0,0.0
20330,1949-08-30,91.0,55.0,0.0
20331,1949-08-31,93.0,51.0,0.0
20332,1949-09-01,89.0,52.0,0.0
20333,1949-09-02,86.0,57.0,0.0
20334,1949-09-03,86.0,59.0,0.0
20335,1949-09-04,85.0,58.0,0.0
20336,1949-09-05,88.0,56.0,0.0
20337,1949-09-06,95.0,54.0,0.0
20338,1949-09-07,104.0,57.0,0.0
20339,1949-09-08,97.0,67.0,0.0
20340,1949-09-09,93.0,60.0,0.0
20341,1949-09-10,89.0,60.0,0.0
20342,1949-09-11,82.0,51.0,0.0
20343,1949-09-12,80.0,49.0,0.0
20344,1949-09-13,83.0,46.0,0.0
20345,1949-09-14,81.0,50.0,0.0
20346,1949-09-15,85.0,50.0,0.0
20347,1949-09-16,81.0,58.0,0.0
20348,1949-09-17,82.0,57.0,0.0
20349,1949-09-18,87.0,58.0,0.0
20350,1949-09-19,83.0,59.0,0.0
20351,1949-09-20,84.0,62.0,0.0
20352,1949-09-21,88.0,61.0,0.0
20353,1949-09-22,94.0,58.0,0.0
20354,1949-09-23,105.0,56.0,0.0
20355,1949-09-24,103.0,57.0,0.0
20356,1949-09-25,84.0,57.0,0.0
20357,1949-09-26,80.0,55.0,0.0
20358,1949-09-27,78.0,44.0,0.0
20359,1949-09-28,85.0,45.0,0.0
20360,1949-09-29,89.0,46.0,0.0
20361,1949-09-30,89.0,56.0,0.0
20362,1949-10-01,82.0,57.0,0.0
20363,1949-10-02,77.0,54.0,0.0
20364,1949-10-03,75.0,50.0,0.0
20365,1949-10-04,72.0,52.0,0.0
20366,1949-10-05,75.0,55.0,0.0
20367,1949-10-06,74.0,60.0,0.0
20368,1949-10-07,66.0,56.0,0.0
20369,1949-10-08,65.0,48.0,0.0
20370,1949-10-09,70.0,38.0,0.0
20371,1949-10-10,73.0,38.0,0.0
20372,1949-10-11,88.0,41.0,0.0
20373,1949-10-12,93.0,45.0,0.0
20374,1949-10-13,83.0,45.0,0.0
20375,1949-10-14,78.0,54.0,0.0
20376,1949-10-15,83.0,51.0,0.0
20377,1949-10-16,67.0,52.0,0.0
20378,1949-10-17,64.0,51.0,0.07
20379,1949-10-18,63.0,48.0,0.1
20380,1949-10-19,63.0,40.0,0.04
20381,1949-10-20,65.0,32.0,0.0
20382,1949-10-21,74.0,32.0,0.0
20383,1949-10-22,79.0,33.0,0.0
20384,1949-10-23,78.0,38.0,0.0
20385,1949-10-24,82.0,36.0,0.0
20386,1949-10-25,88.0,39.0,0.0
20387,1949-10-26,88.0,39.0,0.0
20388,1949-10-27,85.0,37.0,0.0
20389,1949-10-28,95.0,38.0,0.0
20390,1949-10-29,94.0,41.0,0.0
20391,1949-10-30,94.0,42.0,0.0
20392,1949-10-31,91.0,43.0,0.0
20393,1949-11-01,88.0,39.0,0.0
20394,1949-11-02,89.0,39.0,0.0
20395,1949-11-03,92.0,41.0,0.0
20396,1949-11-04,92.0,40.0,0.0
20397,1949-11-05,89.0,41.0,0.0
20398,1949-11-06,91.0,46.0,0.0
20399,1949-11-07,71.0,40.0,0.0
20400,1949-11-08,64.0,50.0,0.24
20401,1949-11-09,65.0,49.0,0.0
20402,1949-11-10,59.0,51.0,1.66
20403,1949-11-11,68.0,40.0,0.0
20404,1949-11-12,85.0,39.0,0.0
20405,1949-11-13,92.0,43.0,0.0
20406,1949-11-14,93.0,39.0,0.0
20407,1949-11-15,88.0,39.0,0.0
20408,1949-11-16,91.0,38.0,0.0
20409,1949-11-17,92.0,41.0,0.0
20410,1949-11-18,87.0,42.0,0.0
20411,1949-11-19,81.0,40.0,0.0
20412,1949-11-20,77.0,41.0,0.0
20413,1949-11-21,76.0,38.0,0.0
20414,1949-11-22,70.0,38.0,0.0
20415,1949-11-23,90.0,37.0,0.0
20416,1949-11-24,88.0,38.0,0.0
20417,1949-11-25,82.0,41.0,0.0
20418,1949-11-26,78.0,46.0,0.0
20419,1949-11-27,65.0,45.0,0.0
20420,1949-11-28,68.0,48.0,0.0
20421,1949-11-29,81.0,37.0,0.0
20422,1949-11-30,80.0,40.0,0.0
20423,1949-12-01,73.0,38.0,0.0
20424,1949-12-02,82.0,37.0,0.0
20425,1949-12-03,79.0,35.0,0.0
20426,1949-12-04,84.0,36.0,0.0
20427,1949-12-05,76.0,35.0,0.0
20428,1949-12-06,74.0,32.0,0.0
20429,1949-12-07,61.0,37.0,0.0
20430,1949-12-08,60.0,41.0,0.3
20431,1949-12-09,68.0,40.0,0.02
20432,1949-12-10,55.0,44.0,0.04
20433,1949-12-11,57.0,25.0,0.0
20434,1949-12-12,62.0,25.0,0.0
20435,1949-12-13,65.0,23.0,0.0
20436,1949-12-14,72.0,26.0,0.0
20437,1949-12-15,65.0,28.0,0.0
20438,1949-12-16,57.0,44.0,0.37
20439,1949-12-17,63.0,40.0,0.01
20440,1949-12-18,54.0,45.0,0.22
20441,1949-12-19,58.0,45.0,0.59
20442,1949-12-20,50.0,37.0,0.0
20443,1949-12-21,59.0,24.0,0.0
20444,1949-12-22,69.0,26.0,0.0
20445,1949-12-23,70.0,29.0,0.0
20446,1949-12-24,65.0,29.0,0.0
20447,1949-12-25,65.0,30.0,0.0
20448,1949-12-26,70.0,25.0,0.0
20449,1949-12-27,75.0,28.0,0.0
20450,1949-12-28,74.0,27.0,0.0
20451,1949-12-29,74.0,28.0,0.0
20452,1949-12-30,74.0,28.0,0.0
20453,1949-12-31,75.0,32.0,0.0
20454,1950-01-01,60.0,35.0,0.0
20455,1950-01-02,55.0,42.0,0.0
20456,1950-01-03,54.0,31.0,0.15
20457,1950-01-04,53.0,24.0,0.0
20458,1950-01-05,56.0,23.0,0.0
20459,1950-01-06,69.0,19.0,0.0
20460,1950-01-07,63.0,17.0,0.0
20461,1950-01-08,62.0,34.0,0.0
20462,1950-01-09,59.0,36.0,0.77
20463,1950-01-10,58.0,26.0,0.0
20464,1950-01-11,58.0,27.0,0.0
20465,1950-01-12,52.0,40.0,0.83
20466,1950-01-13,55.0,27.0,0.0
20467,1950-01-14,53.0,34.0,0.35
20468,1950-01-15,59.0,35.0,0.2
20469,1950-01-16,62.0,29.0,0.0
20470,1950-01-17,66.0,34.0,0.0
20471,1950-01-18,73.0,38.0,0.0
20472,1950-01-19,72.0,36.0,0.0
20473,1950-01-20,64.0,31.0,0.0
20474,1950-01-21,66.0,32.0,0.0
20475,1950-01-22,68.0,33.0,0.0
20476,1950-01-23,72.0,39.0,0.0
20477,1950-01-24,55.0,43.0,0.02
20478,1950-01-25,54.0,32.0,0.0
20479,1950-01-26,64.0,22.0,0.0
20480,1950-01-27,65.0,22.0,0.0
20481,1950-01-28,59.0,25.0,0.0
20482,1950-01-29,53.0,44.0,1.3
20483,1950-01-30,58.0,32.0,0.04
20484,1950-01-31,56.0,30.0,0.0
20485,1950-02-01,61.0,26.0,0.0
20486,1950-02-02,67.0,35.0,0.0
20487,1950-02-03,76.0,37.0,0.0
20488,1950-02-04,74.0,37.0,0.0
20489,1950-02-05,73.0,36.0,0.0
20490,1950-02-06,60.0,44.0,0.81
20491,1950-02-07,64.0,47.0,0.5
20492,1950-02-08,65.0,33.0,0.0
20493,1950-02-09,70.0,33.0,0.0
20494,1950-02-10,62.0,35.0,0.08
20495,1950-02-11,60.0,47.0,0.24
20496,1950-02-12,68.0,32.0,0.0
20497,1950-02-13,73.0,32.0,0.0
20498,1950-02-14,73.0,34.0,0.0
20499,1950-02-15,78.0,35.0,0.0
20500,1950-02-16,74.0,36.0,0.0
20501,1950-02-17,74.0,34.0,0.0
20502,1950-02-18,69.0,34.0,0.0
20503,1950-02-19,60.0,40.0,0.0
20504,1950-02-20,61.0,39.0,0.0
20505,1950-02-21,64.0,47.0,0.02
20506,1950-02-22,65.0,39.0,0.0
20507,1950-02-23,62.0,43.0,0.01
20508,1950-02-24,63.0,41.0,0.0
20509,1950-02-25,76.0,42.0,0.0
20510,1950-02-26,55.0,35.0,0.0
20511,1950-02-27,66.0,42.0,0.0
20512,1950-02-28,72.0,36.0,0.0
20513,1950-03-01,64.0,47.0,0.02
20514,1950-03-02,67.0,41.0,0.0
20515,1950-03-03,68.0,38.0,0.0
20516,1950-03-04,70.0,39.0,0.0
20517,1950-03-05,67.0,38.0,0.0
20518,1950-03-06,69.0,39.0,0.0
20519,1950-03-07,76.0,39.0,0.0
20520,1950-03-08,70.0,37.0,0.0
20521,1950-03-09,65.0,40.0,0.0
20522,1950-03-10,67.0,41.0,0.0
20523,1950-03-11,63.0,37.0,0.0
20524,1950-03-12,68.0,33.0,0.0
20525,1950-03-13,71.0,29.0,0.0
20526,1950-03-14,69.0,29.0,0.0
20527,1950-03-15,64.0,40.0,0.0
20528,1950-03-16,68.0,35.0,0.0
20529,1950-03-17,68.0,33.0,0.0
20530,1950-03-18,71.0,40.0,0.0
20531,1950-03-19,74.0,37.0,0.0
20532,1950-03-20,69.0,46.0,0.0
20533,1950-03-21,78.0,39.0,0.0
20534,1950-03-22,74.0,39.0,0.0
20535,1950-03-23,71.0,43.0,0.0
20536,1950-03-24,69.0,46.0,0.0
20537,1950-03-25,57.0,42.0,0.92
20538,1950-03-26,60.0,44.0,0.2
20539,1950-03-27,65.0,44.0,0.07
20540,1950-03-28,73.0,35.0,0.0
20541,1950-03-29,87.0,39.0,0.0
20542,1950-03-30,81.0,47.0,0.0
20543,1950-03-31,80.0,42.0,0.0
20544,1950-04-01,82.0,44.0,0.0
20545,1950-04-02,81.0,43.0,0.0
20546,1950-04-03,78.0,42.0,0.0
20547,1950-04-04,73.0,48.0,0.0
20548,1950-04-05,75.0,50.0,0.0
20549,1950-04-06,79.0,42.0,0.0
20550,1950-04-07,78.0,42.0,0.0
20551,1950-04-08,70.0,48.0,0.0
20552,1950-04-09,71.0,44.0,0.42
20553,1950-04-10,73.0,45.0,0.0
20554,1950-04-11,76.0,37.0,0.0
20555,1950-04-12,77.0,37.0,0.0
20556,1950-04-13,72.0,40.0,0.0
20557,1950-04-14,70.0,42.0,0.0
20558,1950-04-15,82.0,38.0,0.0
20559,1950-04-16,85.0,38.0,0.0
20560,1950-04-17,88.0,42.0,0.0
20561,1950-04-18,87.0,42.0,0.0
20562,1950-04-19,82.0,51.0,0.0
20563,1950-04-20,79.0,51.0,0.0
20564,1950-04-21,67.0,52.0,0.0
20565,1950-04-22,65.0,51.0,0.04
20566,1950-04-23,64.0,51.0,0.0
20567,1950-04-24,68.0,52.0,0.0
20568,1950-04-25,70.0,53.0,0.0
20569,1950-04-26,66.0,52.0,0.05
20570,1950-04-27,59.0,52.0,0.02
20571,1950-04-28,67.0,48.0,0.0
20572,1950-04-29,69.0,47.0,0.0
20573,1950-04-30,70.0,48.0,0.0
20574,1950-05-01,69.0,49.0,0.0
20575,1950-05-02,68.0,48.0,0.04
20576,1950-05-03,62.0,46.0,0.18
20577,1950-05-04,65.0,40.0,0.0
20578,1950-05-05,74.0,34.0,0.0
20579,1950-05-06,73.0,37.0,0.0
20580,1950-05-07,68.0,43.0,0.0
20581,1950-05-08,74.0,36.0,0.0
20582,1950-05-09,82.0,36.0,0.0
20583,1950-05-10,85.0,39.0,0.0
20584,1950-05-11,81.0,43.0,0.0
20585,1950-05-12,80.0,42.0,0.0
20586,1950-05-13,72.0,45.0,0.0
20587,1950-05-14,73.0,53.0,0.0
20588,1950-05-15,70.0,54.0,0.0
20589,1950-05-16,62.0,52.0,0.0
20590,1950-05-17,60.0,50.0,0.02
20591,1950-05-18,72.0,50.0,0.0
20592,1950-05-19,74.0,49.0,0.0
20593,1950-05-20,75.0,41.0,0.0
20594,1950-05-21,73.0,52.0,0.0
20595,1950-05-22,63.0,53.0,0.0
20596,1950-05-23,69.0,51.0,0.06
20597,1950-05-24,68.0,49.0,0.0
20598,1950-05-25,72.0,40.0,0.0
20599,1950-05-26,71.0,42.0,0.0
20600,1950-05-27,70.0,46.0,0.0
20601,1950-05-28,77.0,48.0,0.0
20602,1950-05-29,82.0,49.0,0.0
20603,1950-05-30,78.0,50.0,0.0
20604,1950-05-31,76.0,54.0,0.0
20605,1950-06-01,76.0,56.0,0.0
20606,1950-06-02,77.0,57.0,0.0
20607,1950-06-03,78.0,53.0,0.0
20608,1950-06-04,82.0,54.0,0.0
20609,1950-06-05,76.0,54.0,0.0
20610,1950-06-06,67.0,54.0,0.06
20611,1950-06-07,73.0,46.0,0.0
20612,1950-06-08,81.0,39.0,0.0
20613,1950-06-09,83.0,40.0,0.0
20614,1950-06-10,83.0,42.0,0.0
20615,1950-06-11,79.0,48.0,0.0
20616,1950-06-12,75.0,44.0,0.0
20617,1950-06-13,72.0,48.0,0.0
20618,1950-06-14,73.0,46.0,0.0
20619,1950-06-15,74.0,51.0,0.0
20620,1950-06-16,73.0,50.0,0.0
20621,1950-06-17,74.0,54.0,0.0
20622,1950-06-18,78.0,48.0,0.0
20623,1950-06-19,78.0,53.0,0.0
20624,1950-06-20,77.0,54.0,0.0
20625,1950-06-21,79.0,55.0,0.0
20626,1950-06-22,74.0,56.0,0.0
20627,1950-06-23,72.0,56.0,0.0
20628,1950-06-24,72.0,55.0,0.0
20629,1950-06-25,76.0,44.0,0.0
20630,1950-06-26,83.0,56.0,0.0
20631,1950-06-27,84.0,46.0,0.01
20632,1950-06-28,92.0,46.0,0.0
20633,1950-06-29,94.0,50.0,0.0
20634,1950-06-30,89.0,56.0,0.0
20635,1950-07-01,86.0,56.0,0.0
